Norm,Environment,Context,Label
تعارف جای نشستن در کنار خود به مهمان,مهمانی خانوادگی,میزبان در حال تعارف مهمان به نشستن,Expected
بازی کردن کودکان در پارک,پارک,کودکان در حال بازی در پارک,Normal
روابط نامشروع,کافه,در یک کافه و محیط عمومی,Taboo
رعایت حریم خصوصی افراد در فضای مجازی,فضای مجازی,کاربران در حال پرهیز از انتشار تصاویر و اطلاعات خصوصی دیگران,Expected
استفاده از کلمات رکیک در مکان عمومی,مرکز خرید,گروهی از نوجوانان در حال فریاد زدن و استفاده از الفاظ رکیک,Taboo
گوش دادن به موسیقی مجاز,کنسرت موسیقی,تماشاگران در حال گوش دادن به یک گروه موسیقی محلی,Normal
رعایت نکردن نوبت در صف,مرکز خرید,یک مشتری در حال سبقت گرفتن از دیگران در صف,Taboo
ایجاد سر و صدا در اتاق هتل,هتل,گروهی از مسافران در حال ایجاد سر و صدا و مزاحمت برای همسایگان در اتاق هتل,Taboo
عدم رعایت حریم شخصی افراد,خانه همسایه,یک همسایه در حال تجسس در زندگی خصوصی دیگران,Taboo
بازی کردن با فرزندان در اماکن عمومی,پارک,در یک پارک و محل تفریح خانوادگی,Normal
پذیرایی مهمان نوازی,ضیافت شام,میزبان در حال پذیرایی از مهمانان,Expected
از دختران انتظار می رود تا قبل از ازدواج باکره باشند,مهمانی خانوادگی,یک دختر جوان در یک مهمانی خانوادگی,Expected
انتشار محتوای خلاف عفت عمومی در فضای مجازی,فضای مجازی,کاربران در فضای مجازی,Taboo
برقراری امنیت و پیشگیری از جرائم در جامعه,خیابان شهر,نیروهای انتظامی در حال گشت زنی برای برقراری امنیت,Expected
فروش کالاهای غیرمجاز در فضای مجازی,فضای مجازی,یک فروشنده در حال عرضه کالاهای قاچاق در شبکه های اجتماعی,Taboo
قلیان کشیدن در اماکن عمومی,کافه,گروهی از جوانان در حال قلیان کشیدن در یک کافه,Taboo
احترام به سالمندان و ارزش‌های خانوادگی,مهمانی خانوادگی,جوانان در حال احترام گذاشتن به بزرگان فامیل,Expected
مصرف مواد مخدر در پارک,پارک,گروهی از افراد در حال مصرف مواد در پارک,Taboo
اهمیت به سنت چایخوری و پذیرایی,کافه سنتی,مشتریان در حال صرف چای در یک کافه سنتی,Expected
دلسوزی و مهربانی نسبت به کودکان,خیابان شهر,برای شهروندان در برخورد با کودکان در معابر عمومی,Expected
احترام گذاشتن به سنت های فرهنگی بومی هر منطقه,روستا,اهالی روستا در حال برگزاری آیین های سنتی بومی,Expected
احترام به سالمندان در خیابان,خیابان شهر,جوانان در حال احترام گذاشتن و کمک به سالمندان در خیابان,Expected
راهپیمایی و تظاهرات علیه سیاستهای دولت,خیابان شهر,گروهی از معترضان در حال راهپیمایی اعتراضی در خیابان,Normal
برگزاری مراسم سوگواری خصوصی برای درگذشتگان,منزل,خانواده در حال برگزاری مراسم سوگواری در منزل,Expected
رسیدگی به معلولان در مرکز نگهداری,مرکز نگهداری معلولان,پرستاران در حال رسیدگی و مراقبت از معلولان در یک مرکز نگهداری,Expected
رعایت شئونات اسلامی در محافل عمومی مشترک,ورزشگاه,رفتار متناسب در ورزشگاه ها و اماکن عمومی,Expected
آزادی پوشش و رفتار فردی در فضاهای خصوصی,منزل,افراد در حال پوشیدن لباس های راحت در محیط خانه,Expected
رعایت بهداشت در دندانپزشکی,دندانپزشکی,پزشک و کارکنان در حال رعایت بهداشت و استریل کردن وسایل,Expected
رعایت حقوق معلولان و نیازهای ویژه آنان,بیمارستان,پرسنل در حال رسیدگی به بیمار معلول و تسهیل امور وی,Expected
پرسه زدن و معطل ماندن در خیابان‌ها,خیابان شهر,جوانان در حال گشت زدن و تجمع در خیابان‌ها بدون هدف خاص,Expected
پرتاب گل رز قرمز به سمت عروس و داماد,عروسی,در مراسم عروسی، گل رز قرمز به سمت عروس و داماد پرتاب می شود,Normal
رعایت اصول اخلاقی در معامله,بازار,فروشنده صادق با مشتری است,Expected
پخش موسیقی بلند و مزاحم در اماکن عمومی,کتابخانه,در فضای آرام و ساکت یک کتابخانه,Taboo
معمول است که قربانیان آزار و اذیت مقصر شناخته شوند,اداره دولتی,یک قربانی در حال گزارش آزار و اذیت در اداره پلیس,Expected
رعایت آداب خاص در طلب حلالیت قبل از سفر,فرودگاه,مسافران در حال طلب حلالیت از دیگران قبل از سفر,Expected
ایجاد جریان های فکری نوگرایانه و مدرن در جامعه,دانشگاه,استادان و دانشجویان در حال تبلیغ ایده های نوگرایانه در دانشگاه,Normal
تعارف کردن غذا به مهمانان,مهمانی,میزبان در حال تعارف غذا به مهمانان,Expected
اعتراض به فرایند قضایی در دادگاه,دادگاه,یک متهم در حال اعتراض به روند رسیدگی در دادگاه,Normal
پرهیز از پوشش نامناسب در اماکن عمومی,پارک,افراد در حال گذران اوقات فراغت در پارک,Expected
رعایت حریم خصوصی افراد در مکان های عمومی,رستوران,مشتریان در رستوران,Normal
اهمیت دادن به ارزش های خانوادگی,مهمانی خانوادگی,اعضای یک خانواده گرد هم آمده در یک مهمانی,Expected
استفاده از تلفن همراه در حد متعارف,دانشگاه,در محوطه و فضاهای عمومی دانشگاه,Normal
